,X,exp,wks,bluecol,ind,south,smsa,married,gender,union,edu,col,lwage
900,900,34,49,0,0,0,1,1,0,1,8,0,6.27288
901,901,35,49,0,0,0,1,1,0,1,8,0,6.32794
902,902,36,49,1,0,0,1,1,0,1,8,0,6.44413
903,903,37,49,1,1,0,1,1,0,1,8,0,6.49072
904,904,31,46,0,1,0,1,1,0,1,8,0,6.48311
905,905,32,45,0,1,0,1,1,0,1,8,0,6.52503
906,906,33,46,0,1,0,1,1,0,1,8,0,6.608
907,907,34,46,0,0,0,1,1,0,1,8,0,6.71538
908,908,35,46,0,0,0,1,1,0,1,8,0,6.84055
909,909,36,46,0,1,0,1,1,0,1,8,0,6.96979
910,910,37,46,1,1,0,1,1,0,1,8,0,7.04752
911,911,30,45,1,1,0,1,1,0,1,8,0,6.48311
912,912,31,43,1,1,0,1,1,0,1,8,0,6.55393
913,913,32,45,1,1,0,1,1,0,1,8,0,6.59987
914,914,33,45,1,1,0,1,1,0,1,8,0,6.7093
915,915,34,43,1,1,0,1,1,0,1,8,0,6.85646
916,916,35,38,1,1,0,1,1,0,1,8,0,6.96791
917,917,36,41,1,1,0,1,1,0,1,8,0,7.06219
918,918,21,51,0,0,1,0,1,0,0,17,0,6.90575
919,919,22,51,0,0,1,0,1,0,0,17,0,6.90575
920,920,23,50,0,0,1,0,1,0,0,17,0,7.43838
921,921,24,50,0,0,1,0,1,0,0,17,0,7.49554
922,922,25,51,0,0,1,0,1,0,0,17,0,7.57558
923,923,26,46,0,0,1,0,1,0,0,17,0,7.64969
924,924,27,50,0,0,1,0,1,0,0,17,0,7.54697
925,925,19,51,1,1,1,1,1,0,1,12,1,6.32794
926,926,20,50,1,1,1,1,1,0,1,12,1,6.47697
927,927,21,50,1,1,1,1,1,0,1,12,1,6.58617
928,928,22,50,1,1,1,1,1,0,1,12,1,6.68461
929,929,23,50,1,1,1,1,1,0,1,12,1,6.68461
930,930,24,50,1,1,1,1,1,0,1,12,1,6.94119
931,931,25,40,1,1,1,1,1,0,1,12,1,7.04752
932,932,4,47,1,1,0,0,0,0,1,12,0,5.72031
933,933,5,48,1,1,0,0,0,0,1,12,0,5.95842
934,934,6,51,1,1,0,0,0,0,1,12,0,6.02102
935,935,7,49,1,1,0,0,0,0,1,12,0,6.21461
936,936,8,49,1,1,0,0,0,0,1,12,0,6.29157
937,937,9,48,1,1,0,0,0,0,1,12,0,6.37161
938,938,10,49,1,1,0,0,0,0,1,12,0,6.45362
939,939,15,49,0,0,0,0,1,0,0,12,0,6.65286
940,940,16,49,0,0,0,0,1,0,0,12,0,6.77422
941,941,17,47,0,0,0,0,1,0,0,12,0,7.09008
942,942,18,48,0,1,0,0,1,0,0,12,0,6.90776
943,943,19,48,0,1,0,0,1,0,0,12,0,7.10824
944,944,20,48,0,1,0,0,1,0,0,12,0,7.0282
945,945,21,48,0,1,0,0,1,0,0,12,0,7.31322
946,946,20,48,0,1,0,1,1,0,0,13,0,6.90575
947,947,21,51,0,1,0,1,1,0,0,13,0,6.57925
948,948,22,50,0,1,0,1,1,0,0,13,0,7.18311
949,949,23,51,0,1,0,1,1,0,0,13,0,7.31322
950,950,24,49,0,1,0,1,1,0,0,13,0,7.40853
951,951,25,47,0,0,0,1,1,0,0,13,0,7.38647
952,952,26,48,0,1,0,1,1,0,0,13,0,7.64779
953,953,23,49,1,1,0,1,1,0,0,11,0,6.63726
954,954,24,49,1,1,0,1,1,0,0,11,0,6.78559
955,955,25,49,1,1,0,1,1,0,0,11,0,6.91274
956,956,26,49,1,1,0,1,1,0,0,11,0,6.98286
957,957,27,50,1,1,0,1,1,0,0,11,0,6.95655
958,958,28,49,1,1,0,1,1,0,0,11,0,7.0193
959,959,29,50,1,1,0,1,1,0,0,11,0,7.25347
960,960,23,47,0,0,0,1,1,0,0,16,0,6.90575
961,961,24,48,0,0,0,1,1,0,0,16,0,6.90575
962,962,25,48,0,0,0,1,1,0,0,16,0,7.46737
963,963,26,49,0,0,0,1,1,0,0,16,0,7.50384
964,964,27,45,0,0,0,1,1,0,0,16,0,7.58579
965,965,28,48,0,0,0,1,1,0,0,16,0,7.66388
966,966,29,47,0,1,0,1,1,0,0,16,0,7.46737
967,967,4,51,0,0,0,0,0,0,0,16,0,6.43775
968,968,5,51,0,0,0,0,0,0,0,16,0,6.62007
969,969,6,51,0,0,0,0,0,0,0,16,0,6.62007
970,970,7,50,0,0,0,0,0,0,0,16,0,6.77422
971,971,8,51,0,0,0,0,0,0,0,16,0,7.1309
972,972,9,49,0,0,0,1,0,0,0,16,0,7.1507
973,973,10,49,0,0,0,1,1,0,0,16,0,7.24423
974,974,10,44,1,1,1,0,1,0,1,9,0,6.23048
975,975,11,48,1,1,1,0,1,0,1,9,0,6.33328
976,976,12,48,1,1,1,0,1,0,1,9,0,6.36475
977,977,13,49,1,1,1,0,1,0,1,9,0,6.45047
978,978,14,48,1,1,1,0,1,0,1,9,0,6.57228
979,979,15,38,1,1,1,0,1,0,1,9,0,6.99393
980,980,16,52,1,1,1,0,1,0,1,9,0,7.21891
981,981,15,46,1,1,0,0,1,0,0,8,0,5.8861
982,982,16,44,1,0,0,0,1,0,0,8,0,5.78383
983,983,17,45,1,0,0,0,1,0,0,8,0,5.99146
984,984,18,51,1,0,0,0,1,0,0,8,0,6.10925
985,985,19,50,1,0,0,0,1,0,0,8,0,6.32077
986,986,20,50,1,0,0,0,1,0,0,8,0,6.43775
987,987,21,49,1,0,0,0,1,0,0,8,0,6.50578
988,988,35,47,0,1,0,1,1,0,0,16,0,6.72143
989,989,36,45,0,1,0,1,1,0,0,16,0,6.68085
990,990,37,48,0,1,0,1,1,0,0,16,0,6.72623
991,991,38,47,0,1,0,1,1,0,0,16,0,6.8773
992,992,39,47,0,1,0,1,1,0,0,16,0,6.8773
993,993,40,47,0,1,0,1,1,0,0,16,0,6.9613
994,994,41,47,0,1,0,1,1,0,0,16,0,7.10906
995,995,34,50,1,1,0,1,1,0,0,12,0,6.37161
996,996,35,49,1,1,0,1,1,0,0,12,0,6.47697
997,997,36,49,1,1,0,1,1,0,0,12,0,6.58617
998,998,37,49,1,1,0,1,1,0,0,12,0,6.68461
999,999,38,48,1,1,0,1,1,0,0,12,0,6.81344
1000,1000,39,48,1,1,0,1,1,0,0,12,0,6.8773
1001,1001,40,48,1,1,0,1,1,0,0,12,0,6.96602
1002,1002,7,49,0,1,0,1,1,0,0,14,0,6.23048
1003,1003,8,50,0,1,0,1,1,0,0,14,0,6.30992
1004,1004,9,49,0,1,0,1,1,0,0,14,0,6.39693
1005,1005,10,49,0,1,0,0,1,0,0,14,0,6.62007
1006,1006,11,49,0,1,0,0,1,0,0,14,0,6.77422
1007,1007,12,48,0,1,0,0,1,0,0,14,0,6.74993
1008,1008,13,48,0,1,0,0,1,0,0,14,0,7.17012
1009,1009,19,48,0,0,0,1,1,0,0,16,0,6.77422
1010,1010,20,49,0,1,0,1,1,0,0,16,0,6.90575
1011,1011,21,49,0,1,0,1,1,0,0,16,0,7.31322
1012,1012,22,49,0,0,0,1,1,0,0,16,0,7.49554
1013,1013,23,49,0,0,0,1,1,0,0,16,0,6.91374
1014,1014,24,49,0,1,0,1,1,0,0,16,0,7.10988
1015,1015,25,49,0,0,0,1,1,0,0,16,0,7.39817
1016,1016,36,48,0,1,0,0,1,0,0,15,0,6.90575
1017,1017,37,48,0,1,0,0,1,0,0,15,0,6.90575
1018,1018,38,48,0,1,0,0,1,0,0,15,0,7.1309
1019,1019,39,48,0,1,0,0,1,0,0,15,0,7.17012
1020,1020,40,48,0,1,0,0,1,0,0,15,0,7.24423
1021,1021,41,48,0,1,0,0,1,0,0,15,0,7.31322
1022,1022,42,48,0,1,0,0,1,0,0,15,0,7.40853
1023,1023,12,47,0,1,0,0,1,0,0,12,0,6.47697
1024,1024,13,48,0,1,0,0,1,0,0,12,0,6.61338
1025,1025,14,48,0,1,0,0,1,0,0,12,0,6.72143
1026,1026,15,48,0,0,0,0,1,0,0,12,0,7.00307
1027,1027,16,47,0,1,0,0,1,0,0,12,0,7.00307
1028,1028,17,49,0,1,0,0,1,0,0,12,0,7.19818
1029,1029,18,47,0,1,0,0,1,0,0,12,0,7.21008
1030,1030,4,45,1,0,0,1,1,0,0,14,0,5.75257
1031,1031,5,50,0,0,0,1,1,0,0,14,0,5.75257
1032,1032,6,50,0,0,0,1,1,0,0,14,0,6.23441
1033,1033,7,47,0,0,0,1,1,0,0,14,0,6.47697
1034,1034,8,51,0,0,0,1,1,0,0,14,0,6.62007
1035,1035,9,50,0,0,0,1,1,0,0,14,0,6.95655
1036,1036,10,49,0,0,0,1,1,0,0,14,0,6.86693
1037,1037,6,36,0,0,0,1,1,0,1,16,0,6.53669
1038,1038,7,36,0,0,0,1,1,0,1,16,0,6.84162
1039,1039,8,36,0,0,0,1,1,0,1,16,0,6.68461
1040,1040,9,36,0,0,0,1,0,0,1,16,0,6.84055
1041,1041,10,39,0,0,0,1,0,0,1,16,0,6.90776
1042,1042,11,36,0,0,0,1,0,0,1,16,0,6.85646
1043,1043,12,37,0,0,0,1,0,0,1,16,0,6.90776
1044,1044,16,48,1,0,0,1,1,0,1,12,0,6.27099
1045,1045,17,37,1,1,0,1,1,0,1,12,0,6.53959
1046,1046,18,32,1,1,0,1,1,0,1,12,0,6.56667
1047,1047,19,47,1,1,0,1,1,0,1,12,0,6.59578
1048,1048,20,40,1,1,0,1,1,0,1,12,0,6.83841
1049,1049,21,42,1,1,0,1,1,0,1,12,0,6.94022
1050,1050,22,5,1,1,0,1,1,0,1,12,0,6.80351
1051,1051,20,50,1,0,1,0,1,0,0,16,0,6.30992
1052,1052,21,50,1,0,1,0,1,0,0,16,0,6.43294
1053,1053,22,46,1,0,1,0,1,0,0,16,0,6.48158
1054,1054,23,49,1,0,1,0,1,0,0,16,0,6.60665
1055,1055,24,50,1,0,1,0,1,0,0,16,0,6.63332
1056,1056,25,48,0,0,1,0,1,0,0,16,0,6.74524
1057,1057,26,46,1,0,1,0,1,0,0,16,0,6.82763
1058,1058,4,50,1,0,1,0,1,0,0,8,1,5.4161
1059,1059,5,44,1,0,1,0,1,0,0,8,1,5.45959
1060,1060,6,48,1,0,1,0,1,0,0,8,1,5.45959
1061,1061,7,43,1,0,1,0,0,0,0,8,1,5.57973
1062,1062,8,6,1,0,1,0,0,0,0,8,1,5.70378
1063,1063,9,6,1,0,1,0,0,0,0,8,1,5.70378
1064,1064,10,35,1,0,1,0,0,0,0,8,1,5.70378
1065,1065,13,49,1,0,0,1,1,0,0,12,0,6.22456
1066,1066,14,37,1,0,0,1,1,0,0,12,0,6.30992
1067,1067,15,49,1,0,0,1,1,0,0,12,0,6.30992
1068,1068,16,48,1,0,0,1,1,0,0,12,0,6.38519
1069,1069,17,22,1,0,0,1,1,0,0,12,0,6.43455
1070,1070,18,50,1,0,0,1,1,0,0,12,0,6.55108
1071,1071,19,48,1,0,0,1,0,0,0,12,0,6.68461
1072,1072,12,50,0,0,1,1,0,0,0,17,0,6.74524
1073,1073,13,44,0,0,1,1,0,0,0,17,0,6.72743
1074,1074,14,50,0,0,1,1,0,0,0,17,0,6.88244
1075,1075,15,45,0,0,1,1,1,0,0,17,0,6.92756
1076,1076,16,44,0,0,1,1,0,0,0,17,0,6.89972
1077,1077,17,51,0,0,1,1,0,0,0,17,0,7.02731
1078,1078,18,49,0,0,1,1,0,0,0,17,0,7.1309
1079,1079,3,49,0,0,0,1,1,0,0,16,0,6.52209
1080,1080,4,46,0,0,0,1,1,0,0,16,0,6.68461
1081,1081,5,48,0,0,0,1,1,0,0,16,0,6.80239
1082,1082,6,48,0,0,0,1,1,0,0,16,0,7.00307
1083,1083,7,48,0,0,0,1,1,0,0,16,0,7.00307
1084,1084,8,48,0,0,0,1,1,0,0,16,0,7.27932
1085,1085,9,48,0,1,0,1,1,0,0,16,0,7.37776
1086,1086,33,47,0,0,0,0,1,0,0,13,0,6.65286
1087,1087,34,47,0,0,0,0,1,0,0,13,0,6.77422
1088,1088,35,47,0,0,0,0,1,0,0,13,0,6.80239
1089,1089,36,47,0,0,0,0,1,0,0,13,0,6.85646
1090,1090,37,48,0,0,0,0,1,0,0,13,0,7.00307
1091,1091,38,48,1,0,0,0,1,0,0,13,0,7.09008
1092,1092,39,48,1,0,0,0,1,0,0,13,0,7.06902
1093,1093,8,48,1,1,0,0,1,0,1,12,0,6.54535
1094,1094,9,51,0,1,0,0,1,0,1,12,0,6.45362
1095,1095,10,49,0,1,0,0,1,0,1,12,0,6.57786
1096,1096,11,49,0,1,0,0,1,0,1,12,0,6.67456
1097,1097,12,50,1,1,0,0,1,0,1,12,0,6.77308
1098,1098,13,50,0,1,0,0,1,0,1,12,0,6.86901
1099,1099,14,50,1,1,0,0,1,0,1,12,0,6.90776
1100,1100,29,46,1,1,0,1,1,0,0,12,0,6.63857
1101,1101,30,47,1,1,0,1,1,0,0,12,0,6.68461
1102,1102,31,47,1,1,0,1,1,0,0,12,0,6.7334
1103,1103,32,47,1,1,0,1,1,0,0,12,0,6.88244
1104,1104,33,47,1,1,0,1,1,0,0,12,0,6.9256
1105,1105,34,47,1,1,0,1,1,0,0,12,0,7.04141
1106,1106,35,47,1,1,0,1,1,0,0,12,0,7.08841
1107,1107,30,49,0,1,0,0,1,0,0,12,0,6.55108
1108,1108,31,49,0,1,0,0,1,0,0,12,0,6.58617
1109,1109,32,49,0,0,0,0,1,0,0,12,0,6.65286
1110,1110,33,52,0,1,0,0,1,0,0,12,0,6.43775
1111,1111,34,48,0,1,0,0,1,0,0,12,0,6.62007
1112,1112,35,50,0,1,0,0,1,0,0,12,0,6.80239
1113,1113,36,49,1,1,0,0,1,0,1,12,0,6.68461
1114,1114,25,38,0,0,0,1,1,0,1,17,0,6.62007
1115,1115,26,40,0,0,0,1,1,0,1,17,0,6.80239
1116,1116,27,39,0,0,0,1,1,0,1,17,0,6.85646
1117,1117,28,38,0,0,0,1,1,0,1,17,0,6.90776
1118,1118,29,39,0,0,0,1,1,0,1,17,0,6.95655
1119,1119,30,39,0,0,0,1,1,0,1,17,0,7.09008
1120,1120,31,35,0,0,0,1,1,0,1,17,0,7.1507
1121,1121,9,50,1,0,0,0,1,0,0,12,0,6.10925
1122,1122,10,52,1,0,0,0,1,0,0,12,0,6.21461
1123,1123,11,52,1,0,0,0,1,0,0,12,0,6.21461
1124,1124,12,52,1,0,0,0,1,0,0,12,0,6.5582
1125,1125,13,52,1,0,0,0,1,0,0,12,0,6.66568
1126,1126,14,46,1,0,0,0,1,0,0,12,0,6.86171
1127,1127,15,52,1,0,0,0,1,0,0,12,0,6.97073
1128,1128,8,50,1,0,0,1,1,0,0,12,0,5.743
1129,1129,9,38,1,0,0,1,1,0,0,12,0,6.05209
1130,1130,10,49,0,0,0,1,1,0,0,12,0,6.07993
1131,1131,11,49,1,0,0,1,1,0,0,12,0,6.30992
1132,1132,12,51,1,0,0,1,1,0,0,12,0,6.39693
1133,1133,13,51,1,0,0,1,1,0,0,12,0,6.47697
1134,1134,14,49,1,0,0,1,0,0,0,12,0,6.51471
1135,1135,10,50,1,1,1,1,1,0,1,12,0,6.04025
1136,1136,11,52,1,1,1,1,1,0,1,12,0,6.18415
1137,1137,12,51,1,1,1,1,1,0,1,12,0,6.21461
1138,1138,13,49,1,1,1,1,1,0,1,12,0,6.30992
1139,1139,14,49,1,1,1,1,1,0,1,12,0,6.4552
1140,1140,15,50,1,1,1,1,1,0,1,12,0,6.52209
1141,1141,16,49,1,1,1,1,1,0,1,12,0,6.64249
1142,1142,10,49,1,1,1,1,0,1,0,11,1,6.07304
1143,1143,11,46,1,1,1,1,0,1,0,11,1,6.19441
1144,1144,12,50,1,1,1,1,0,1,0,11,1,6.31897
1145,1145,13,50,1,1,1,1,0,1,0,11,1,6.39526
1146,1146,14,46,1,1,1,1,0,1,0,11,1,6.47697
1147,1147,15,45,1,1,1,1,0,1,0,11,1,6.59715
1148,1148,16,41,1,1,1,1,0,1,0,11,1,6.69208
1149,1149,37,50,1,1,0,0,1,0,1,12,0,6.17794
1150,1150,38,50,1,1,0,0,1,0,1,12,0,6.31716
1151,1151,39,50,1,1,0,0,1,0,1,12,0,6.41182
1152,1152,40,50,1,1,0,0,1,0,1,12,0,6.39693
1153,1153,41,40,1,1,0,0,1,0,1,12,0,6.51471
1154,1154,42,48,1,1,0,0,1,0,1,12,0,6.61338
1155,1155,43,45,1,1,0,0,1,0,1,12,0,6.67834
1156,1156,10,50,0,0,0,1,1,0,0,15,0,6.71538
1157,1157,11,48,0,0,0,1,1,0,0,15,0,6.78559
1158,1158,12,48,0,0,0,1,1,0,0,15,0,6.88449
1159,1159,13,47,0,0,0,1,1,0,0,15,0,7.00307
1160,1160,14,43,0,0,0,1,1,0,0,15,0,7.09008
1161,1161,15,49,0,0,0,1,1,0,0,15,0,7.17012
1162,1162,16,48,0,0,0,1,1,0,0,15,0,7.29302
1163,1163,10,20,1,0,0,0,0,1,0,10,0,5.01064
1164,1164,11,30,1,0,0,0,0,1,0,10,0,5.01064
1165,1165,12,36,1,0,0,0,0,1,0,10,0,5.52146
1166,1166,13,52,1,0,0,0,0,1,0,10,0,5.66988
1167,1167,14,52,1,0,0,0,0,1,0,10,0,5.73657
1168,1168,15,29,1,0,0,0,0,1,0,10,0,5.81413
1169,1169,16,40,1,0,0,0,0,1,0,10,0,5.81413
1170,1170,3,40,0,0,0,1,1,0,0,17,0,6.23245
1171,1171,4,42,0,0,0,1,1,0,0,17,0,6.57925
1172,1172,5,44,0,0,0,1,1,0,1,17,0,6.65286
1173,1173,6,48,0,0,0,1,1,0,1,17,0,6.74524
1174,1174,7,48,0,0,0,1,1,0,0,17,0,7.49554
1175,1175,8,48,0,0,0,1,1,0,0,17,0,8.16052
1176,1176,9,50,0,0,0,1,1,0,0,17,0,8.3082
1177,1177,25,50,0,0,1,0,1,0,0,17,0,6.90575
1178,1178,26,50,0,0,1,0,1,0,0,17,0,6.90575
1179,1179,27,51,0,0,1,0,1,0,0,17,0,7.40853
1180,1180,28,51,0,0,1,0,1,0,0,17,0,7.46737
1181,1181,29,51,0,0,1,0,1,0,0,17,0,7.52294
1182,1182,30,49,0,0,1,0,1,0,0,17,0,7.46737
1183,1183,31,50,0,0,1,0,1,0,0,17,0,7.57558
1184,1184,24,39,1,0,1,0,1,0,0,9,0,5.67332
1185,1185,25,47,1,0,1,0,1,0,0,9,0,5.7462
1186,1186,26,49,1,0,1,0,1,0,0,9,0,5.82895
1187,1187,27,50,1,0,1,0,1,0,0,9,0,6.07993
1188,1188,28,52,1,0,1,0,1,0,0,9,0,5.99146
1189,1189,29,49,1,0,1,0,1,0,0,9,0,5.99146
1190,1190,30,49,1,0,1,0,1,0,0,9,0,6.13773
1191,1191,12,51,1,0,0,1,0,0,0,12,1,5.99146
1192,1192,13,51,1,0,0,1,0,0,0,12,1,5.92693
1193,1193,14,50,1,0,0,1,0,0,0,12,1,6.07993
1194,1194,15,49,0,0,0,1,0,0,0,12,1,6.07993
1195,1195,16,45,0,0,0,1,0,0,0,12,1,6.2634
1196,1196,17,52,0,0,0,1,0,0,0,12,1,6.43775
1197,1197,18,28,0,0,0,1,0,0,0,12,1,6.55108
1198,1198,10,48,0,1,0,1,1,0,0,16,0,6.90575
1199,1199,11,47,0,1,0,1,1,0,0,16,0,6.90575
1200,1200,12,47,0,1,0,1,1,0,0,16,0,7.22766
1201,1201,13,46,0,1,0,1,1,0,0,16,0,7.29302
1202,1202,14,48,0,1,0,1,1,0,0,16,0,7.33368
1203,1203,15,49,0,0,0,1,1,0,0,16,0,7.57353
1204,1204,16,50,0,0,0,1,1,0,0,16,0,7.27101
1205,1205,28,48,0,1,0,1,1,0,0,16,0,6.90575
1206,1206,29,46,0,1,0,1,1,0,0,16,0,6.90575
1207,1207,30,46,0,1,0,1,1,0,0,16,0,7.34601
1208,1208,31,49,0,1,0,1,1,0,0,16,0,7.31322
1209,1209,32,44,0,1,0,1,1,0,0,16,0,7.55486
1210,1210,33,48,0,1,0,1,1,0,0,16,0,7.71869
1211,1211,34,43,0,1,0,1,1,0,0,16,0,7.69621
1212,1212,5,28,1,1,0,1,0,0,1,12,0,6.08222
1213,1213,6,40,0,1,0,1,0,0,1,12,0,6.51323
1214,1214,7,29,1,1,0,1,0,0,1,12,0,6.62141
1215,1215,8,46,1,1,0,1,0,0,1,12,0,6.6995
1216,1216,9,48,1,1,0,1,0,0,1,12,0,6.79571
1217,1217,10,49,1,1,0,1,0,0,1,12,0,6.89669
1218,1218,11,48,1,1,0,1,0,0,1,12,0,6.99668
1219,1219,3,49,0,0,0,1,0,1,0,12,0,5.96615
1220,1220,4,50,0,0,0,1,0,1,0,12,0,6.11147
1221,1221,5,48,0,0,0,1,0,1,0,12,0,6.17379
1222,1222,6,49,0,0,0,1,0,1,0,12,0,6.22059
1223,1223,7,48,0,0,0,1,0,1,0,12,0,6.28972
1224,1224,8,50,0,0,0,1,0,1,0,12,0,6.36475
1225,1225,9,49,0,0,0,1,0,1,0,12,0,6.72743
1226,1226,4,50,1,0,0,0,1,0,0,14,0,6.43615
1227,1227,5,50,0,0,0,0,1,0,0,14,0,6.65929
1228,1228,6,50,0,0,0,0,1,0,0,14,0,6.74524
1229,1229,7,50,0,0,0,0,1,0,0,14,0,6.85646
1230,1230,8,50,0,0,0,0,1,0,0,14,0,6.90776
1231,1231,9,49,0,0,0,0,1,0,0,14,0,7.1333
1232,1232,10,47,0,0,0,0,1,0,0,14,0,7.21891
1233,1233,19,49,0,0,0,1,0,1,0,15,0,6.77422
1234,1234,20,51,0,0,0,1,0,1,0,15,0,6.82546
1235,1235,21,48,0,0,0,1,0,1,0,15,0,6.07993
1236,1236,22,49,0,0,0,1,0,1,0,15,0,6.90776
1237,1237,23,47,0,0,0,1,0,1,0,15,0,6.21461
1238,1238,24,52,0,0,0,1,0,1,0,15,0,6.70073
1239,1239,25,50,0,0,0,1,0,1,0,15,0,6.59304
1240,1240,3,49,1,1,0,0,1,0,0,9,0,6.10032
1241,1241,4,48,1,1,0,0,1,0,0,9,0,6.15698
1242,1242,5,49,1,1,0,0,1,0,0,9,0,6.24222
1243,1243,6,50,1,1,0,0,1,0,0,9,0,6.38351
1244,1244,7,51,1,1,0,0,1,0,0,9,0,6.42487
1245,1245,8,47,1,1,0,0,1,0,0,9,0,6.57228
1246,1246,9,49,1,1,0,0,1,0,0,9,0,6.75693
1247,1247,20,47,1,0,0,0,1,0,0,16,0,5.7462
1248,1248,21,47,1,0,0,0,1,0,0,16,0,5.92693
1249,1249,22,49,1,0,0,0,1,0,0,16,0,6.01616
1250,1250,23,50,1,0,0,0,1,0,0,16,0,5.94803
1251,1251,24,46,1,0,0,0,1,0,0,16,0,6.05209
1252,1252,25,48,1,0,0,0,1,0,0,16,0,6.32436
1253,1253,26,49,1,0,0,0,1,0,0,16,0,6.3699
1254,1254,11,48,0,0,0,1,1,0,0,12,0,6.28972
1255,1255,12,48,0,0,0,1,1,0,0,12,0,6.39693
1256,1256,13,50,0,0,0,0,1,0,0,12,0,6.54535
1257,1257,14,50,0,0,0,1,1,0,0,12,0,6.73102
1258,1258,15,51,0,0,0,1,1,0,0,12,0,7.49332
1259,1259,16,50,0,0,0,1,1,0,0,12,0,6.73102
1260,1260,17,50,0,0,0,1,1,0,0,12,0,6.98286
1261,1261,14,46,1,1,1,0,1,0,1,12,0,6.55108
1262,1262,15,26,0,1,1,0,1,0,0,12,0,6.86693
1263,1263,16,50,0,1,1,0,1,0,0,12,0,6.9256
1264,1264,17,49,0,1,1,0,1,0,0,12,0,7.06476
1265,1265,18,49,1,1,1,0,1,0,0,12,0,7.1309
1266,1266,19,49,1,1,1,0,1,0,0,12,0,7.43838
1267,1267,20,32,1,1,1,0,1,0,1,12,0,7.14441
1268,1268,8,51,1,0,1,0,1,1,0,14,0,5.85793
1269,1269,9,51,1,0,1,0,1,1,0,14,0,5.8861
1270,1270,10,51,1,0,1,0,1,1,0,14,0,5.99146
1271,1271,11,50,1,0,1,0,1,1,0,14,0,6.02828
1272,1272,12,50,1,0,1,0,1,1,0,14,0,6.10925
1273,1273,13,50,1,0,1,0,0,1,0,14,0,6.16331
1274,1274,14,51,1,0,1,0,0,1,0,14,0,6.21461
1275,1275,10,36,1,0,1,0,0,1,0,8,0,5.42053
1276,1276,11,36,1,0,1,0,0,1,0,8,0,5.51745
1277,1277,12,39,1,0,1,0,0,1,0,8,0,5.19296
1278,1278,13,36,1,0,1,0,0,1,0,8,0,5.34711
1279,1279,14,35,1,0,1,0,0,1,0,8,0,5.64191
1280,1280,15,38,1,0,1,0,0,1,0,8,0,5.65948
1281,1281,16,41,1,0,1,0,0,1,0,8,0,5.75257
1282,1282,25,47,1,1,0,1,1,0,0,12,0,6.55393
1283,1283,26,47,1,1,0,1,1,0,0,12,0,6.71538
1284,1284,27,47,1,1,0,1,1,0,0,12,0,6.62407
1285,1285,28,47,1,1,0,1,1,0,0,12,0,6.83087
1286,1286,29,47,1,1,0,1,1,0,0,12,0,6.95655
1287,1287,30,47,1,1,0,1,1,0,1,12,0,6.7901
1288,1288,31,47,1,1,0,1,1,0,1,12,0,7.09008
1289,1289,23,48,1,0,0,0,1,0,1,12,0,6.55108
1290,1290,24,49,1,0,0,0,1,0,1,12,0,6.62007
1291,1291,25,48,1,0,0,0,1,0,1,12,0,6.70564
1292,1292,26,48,1,0,0,0,1,0,1,12,0,6.78559
1293,1293,27,46,1,0,0,0,1,0,1,12,0,6.88857
1294,1294,28,46,1,0,0,0,1,0,1,12,0,7.0076
1295,1295,29,47,1,0,0,0,1,0,1,12,0,7.11233
1296,1296,35,45,1,0,0,1,1,0,0,12,0,6.80239
1297,1297,36,45,1,0,0,1,1,0,0,12,0,6.85646
1298,1298,37,45,1,0,0,1,1,0,0,12,0,6.98008
1299,1299,38,46,1,0,0,1,1,0,0,12,0,7.09589
1300,1300,39,44,1,0,0,1,1,0,0,12,0,7.48829
1301,1301,40,44,1,0,0,1,1,0,0,12,0,7.45124
1302,1302,41,30,1,1,0,1,1,0,1,12,0,7.47873
1303,1303,22,47,1,0,0,1,0,0,1,12,0,6.90575
1304,1304,23,49,1,0,0,1,1,0,1,12,0,6.90575
1305,1305,24,45,1,0,0,1,1,0,1,12,0,7.11639
1306,1306,25,26,1,0,0,1,1,0,1,12,0,7.07412
1307,1307,26,22,1,0,0,1,1,0,1,12,0,7.0579
1308,1308,27,48,1,0,0,1,1,0,1,12,0,7.02643
1309,1309,28,42,1,0,0,1,1,0,1,12,0,7.26263
1310,1310,10,49,0,0,0,1,1,0,0,12,0,6.62007
1311,1311,11,48,0,0,0,1,1,0,0,12,0,6.62007
1312,1312,12,48,0,0,0,1,1,0,0,12,0,6.83303
1313,1313,13,48,0,0,0,1,1,0,0,12,0,6.9256
1314,1314,14,47,0,0,0,1,1,0,0,12,0,7.02376
1315,1315,15,46,0,0,0,1,1,0,0,12,0,7.06305
1316,1316,16,48,0,0,0,1,1,0,0,12,0,7.18311
1317,1317,23,48,0,0,0,1,1,0,0,17,0,6.90575
1318,1318,24,48,0,0,0,0,1,0,0,17,0,6.90575
1319,1319,25,49,0,0,0,0,1,0,0,17,0,7.04752
1320,1320,26,48,0,0,0,0,1,0,0,17,0,7.09008
1321,1321,27,48,0,0,0,0,1,0,0,17,0,7.1309
1322,1322,28,48,0,0,0,0,1,0,0,17,0,6.99942
1323,1323,29,49,0,0,0,0,1,0,0,17,0,7.01481
1324,1324,6,51,1,1,1,0,1,0,0,9,0,6.09582
1325,1325,7,51,1,1,1,0,1,0,0,9,0,6.29157
1326,1326,8,50,1,1,1,0,1,0,0,9,0,6.40523
1327,1327,9,50,1,1,1,0,1,0,0,9,0,6.62007
1328,1328,10,49,1,1,1,0,1,0,0,9,0,6.71901
